titulo,autor,interprete,tom,letra,cifra,link_referencia,observacao
PEGADAS DE TUA AUSÊNCIA,Padre Fábio de Melo,Padre Fábio de Melo,"",https://www.cifraclub.com.br/pe-fabio-de-melo/pegadas-de-tua-ausencia/,https://www.cifraclub.com.br/pe-fabio-de-melo/pegadas-de-tua-ausencia/,https://www.youtube.com/results?search_query=Padre+Fábio+de+Melo+Pegadas+de+Tua+Ausência,Pós-comunhão / oração / ação de graças
PELAS ESTRADAS DA VIDA,"","","","","","",Entrada / caminhada
PELO SINAL DA SANTA CRUZ,Gradual Romano e Liturgia das Horas; música: Gílson Celerino,Gílson Celerino,"","","","",Comunhão / Exaltação da Santa Cruz
PELOS PECADOS - ATO PENITENCIAL,Músicas Católicas,Músicas Católicas,G,https://www.cifraclub.com.br/catolicas/pelos-pecados-ato-penitencial/,https://www.cifraclub.com.br/catolicas/pelos-pecados-ato-penitencial/,"",Ato penitencial / perdão
PERANTE OS VOSSOS ANJOS,Graduale Simplex; Liturgia das Horas; música: Angelo La Serra,Angelo La Serra,"","","","",Apresentação das oferendas / Fiéis Defuntos
PERDOA-ME,Comunidade Católica Shalom,Comunidade Católica Shalom,E,https://www.cifraclub.com.br/comunidade-catolica-shalom/perdoa-me/,https://www.cifraclub.com.br/comunidade-catolica-shalom/perdoa-me/,https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Perdoa-me,Ato penitencial
PERDOA-ME - VERSÃO LITÚRGICA,Comunidade Católica Shalom,Comunidade Católica Shalom,D,https://www.cifraclub.com.br/comunidade-catolica-shalom/perdoa-me-versao-liturgica/,https://www.cifraclub.com.br/comunidade-catolica-shalom/perdoa-me-versao-liturgica/,"",Ato penitencial / fórmula litúrgica
PERFEITO É QUEM TE CRIOU,Walmir Alencar,Vida Reluz,"","","",https://www.youtube.com/results?search_query=Vida+Reluz+PERFEITO+%C3%89+QUEM+TE+CRIOU,Mariana / Imaculada Conceição / louvor a Deus pela Virgem Maria
PESCADOR DE HOMENS,Frei Gilson,Frei Gilson,Am,https://www.letras.mus.br/frei-gilson/2873627/,https://www.cifraclub.com.br/frei-gilson/pescador-de-homens/,"",Vocacional / envio
PIEDADE DE NÓS,Comunidade Católica Shalom,Comunidade Católica Shalom,"","","","",Ato penitencial / perdão
"PLENITUDE DA VERDADE, KYRIE",Ministério Amor e Adoração,Ministério Amor e Adoração,"",https://www.cifraclub.com.br/ministerio-amor-e-adoracao/plenitude-da-verdade-kyrie/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/plenitude-da-verdade-kyrie/,"https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Plenitude+da+Verdade,+Kyrie",Ato penitencial
PORQUE CHORAS,Frei Gilson,Frei Gilson,A,https://www.cifraclub.com.br/frei-gilson/porque-choras/,https://www.cifraclub.com.br/frei-gilson/porque-choras/,https://www.youtube.com/results?search_query=Frei+Gilson+PORQUE+CHORAS,Consolo / esperança
PORQUE SOIS FILHOS,"Frei Wanderson Luiz Freitas, O.Carm.","Frei Wanderson Luiz Freitas, O.Carm.","","","",https://www.youtube.com/watch?v=c10OZx3bMrQ,"Comunhão / Santíssima Trindade / Gl 4,6"
POSSO TUDO POSSO,Padre Fábio de Melo,Padre Fábio de Melo,"",https://www.cifraclub.com.br/pe-fabio-de-melo/posso-tudo-posso/,https://www.cifraclub.com.br/pe-fabio-de-melo/posso-tudo-posso/,https://www.youtube.com/results?search_query=Padre+Fábio+de+Melo+Posso+Tudo+Posso,Pós-comunhão / oração / ação de graças
PRA TE LOUVAR,Adriana Arydes,Adriana Arydes,"",https://www.cifraclub.com.br/adriana/pra-te-louvar/,https://www.cifraclub.com.br/adriana/pra-te-louvar/,https://www.youtube.com/results?search_query=Adriana+Arydes+Pra+Te+Louvar,Pós-comunhão / oração / ação de graças
PRESENÇA DIVINA,Comunidade Católica Shalom,Comunidade Católica Shalom,"","","",https://www.youtube.com/results?search_query=Comunidade+Cat%C3%B3lica+Shalom+PRESEN%C3%87A+DIVINA,Adoração / presença de Deus
PRESENÇA REAL,Marcos da Matta,Marcos da Matta,"","","",https://www.youtube.com/watch?v=1TK8xeljCFw,Comunhão / presença real de Cristo na Eucaristia
PÃO E VINHO,Carlos Eduardo Da Silva; Thiago Tome,Ministério Amor e Adoração,A,https://www.letras.mus.br/ministerio-amor-e-adoracao/1866371/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/pao-e-vinho/,https://www.youtube.com/watch?v=9DajLjlxM1o,Apresentação das oferendas
"PÃO E VINHO, PAI POREMOS",Ir. Míria T. Kolling,Ir. Míria T. Kolling,"","","",https://www.youtube.com/watch?v=5-l_LHdj9cY,Apresentação das oferendas / Pentecostes
PÃO EM TODAS AS MESAS,CNBB / Música Litúrgica,CNBB / Música Litúrgica,"","","",https://www.youtube.com/watch?v=Fz5WoxIDK54,Louvor final / Corpus Christi
QUAL É A CHAVE,Adriana Arydes,Adriana Arydes,"",https://www.cifraclub.com.br/adriana/qual-e-a-chave/,https://www.cifraclub.com.br/adriana/qual-e-a-chave/,https://www.youtube.com/results?search_query=Adriana+Arydes+Qual+É+a+Chave,Pós-comunhão / oração / ação de graças
QUANDO A PLENITUDE DOS TEMPOS CHEGOU,"","","","","","",Entrada / Natal
QUANDO EU FOR EXALTADO,"Missal Romano e Lecionário; música: Frei Wanderson Luiz Freitas, O.Carm.","Frei Wanderson Luiz Freitas, O.Carm.","","","","","Comunhão / Exaltação da Santa Cruz / Jo 12,32"
QUANDO O ESPÍRITO DE DEUS SOPROU,Zé Vicente,Zé Vicente,"","","",https://www.youtube.com/watch?v=Iq9v14IztBI,Canto final / Pentecostes / envio no Espírito
"QUE MARAVILHA, SENHOR, ESTAR AQUI",CNBB / Música Litúrgica,CNBB / Música Litúrgica,"","","","",Apresentação das oferendas / Missa do Crisma / oferta comunitária
QUE PODEREI RETRIBUIR,Comunidade Católica Shalom,Comunidade Católica Shalom,"",https://www.cifraclub.com.br/comunidade-catolica-shalom/que-poderei-retribuir/,https://www.cifraclub.com.br/comunidade-catolica-shalom/que-poderei-retribuir/,https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Que+Poderei+Retribuir,Pós-comunhão / oração / ação de graças
QUE PODEREI RETRIBUIR AO SENHOR,Pe. José Weber; Arr. Delphim Rezende Porto,Pe. José Weber,F,https://www.cifraclub.com.br/pe-jose-weber/que-poderei-retribuir-ao-senhor/,https://www.cifraclub.com.br/pe-jose-weber/que-poderei-retribuir-ao-senhor/,"",Apresentação das oferendas / Salmo 115 / ação de graças
QUEM COME MINHA CARNE,Paulo Neto,Paulo Neto,"","","",https://www.youtube.com/watch?v=bTObIitD9DU,Comunhão / Corpus Christi / discurso do Pão da Vida
QUEM HABITARÁ NA TUA CASA?,Jocy Rodrigues,Jocy Rodrigues,"","","","",Apresentação das oferendas / Fiéis Defuntos
QUEM É ESSA,Comunidade Católica Shalom,Comunidade Católica Shalom,"",https://www.cifraclub.com.br/comunidade-catolica-shalom/quem-e-essa/,https://www.cifraclub.com.br/comunidade-catolica-shalom/quem-e-essa/,https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Quem+É+Essa,Pós-comunhão / oração / ação de graças
QUEM É ESSE DEUS,Ministério Missionário Shalom,Ministério Missionário Shalom,"",https://www.cifraclub.com.br/missionario-shalom/quem-e-esse-deus/,https://www.cifraclub.com.br/missionario-shalom/quem-e-esse-deus/,https://www.youtube.com/results?search_query=Ministério+Missionário+Shalom+Quem+é+esse+Deus,Pós-comunhão / oração / ação de graças
QUEM É ESTA QUE AVANÇA COMO A AURORA,Repertório católico,Vida Reluz,"","","",https://www.youtube.com/results?search_query=Vida+Reluz+QUEM+%C3%89+ESTA+QUE+AVAN%C3%87A+COMO+A+AURORA,Mariana / Imaculada / devoção
QUEREMOS TE VER,Davidson Silva,Davidson Silva,"",https://www.cifraclub.com.br/davidson-silva/queremos-te-ver/,https://www.cifraclub.com.br/davidson-silva/queremos-te-ver/,https://www.youtube.com/results?search_query=Davidson+Silva+Queremos+Te+Ver,Pós-comunhão / oração / ação de graças
QUERO CONFESSAR,Ministério Amor e Adoração,Ministério Amor e Adoração,A,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/quero-confessar/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/quero-confessar/,"",Canto penitencial
QUERO LEVAR ESTA BÍBLIA,"","","","","","",Entrada / Palavra e missão
QUERO OUVIR TUA PALAVRA,Ministério Amor e Adoração,Ministério Amor e Adoração,"",https://www.cifraclub.com.br/ministerio-amor-e-adoracao/quero-ouvir-tua-palavra/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/quero-ouvir-tua-palavra/,https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Quero+Ouvir+Tua+Palavra,Aclamação / Palavra
QUERO TUA VONTADE,Ministério Missionário Shalom,Ministério Missionário Shalom,"",https://www.cifraclub.com.br/missionario-shalom/quero-tua-vontade/,https://www.cifraclub.com.br/missionario-shalom/quero-tua-vontade/,https://www.youtube.com/results?search_query=Ministério+Missionário+Shalom+Quero+Tua+Vontade,Pós-comunhão / oração / ação de graças
RAINHA DOS CÉUS,Comunidade Católica Shalom,Comunidade Católica Shalom,"",https://www.cifraclub.com.br/comunidade-catolica-shalom/rainha-dos-ceus/,https://www.cifraclub.com.br/comunidade-catolica-shalom/rainha-dos-ceus/,https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Rainha+dos+Céus,Mariana
RAIOS DE MISERICÓRDIA,Ministério Amor e Adoração,Ministério Amor e Adoração,"",https://www.cifraclub.com.br/ministerio-amor-e-adoracao/raios-de-misericordia/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/raios-de-misericordia/,https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Raios+de+Misericórdia,Ato penitencial
RECEBE ADORAÇÃO,Ministério Amor e Adoração,Ministério Amor e Adoração,C,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/recebe-adoracao/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/recebe-adoracao/,"",Adoração / oração
"RECEBE, DEUS AMIGO",Juracy B. A. Junior; música: Juliano Lima Lucas,CNBB / Música Litúrgica,"","","","",Apresentação das oferendas / Quaresma
"RECEBEMOS, Ó DEUS","","","","","","",Entrada / misericórdia
REDENÇÃO,Frei Gilson,Frei Gilson,D,https://www.cifraclub.com.br/frei-gilson/redencao/,https://www.cifraclub.com.br/frei-gilson/redencao/,https://www.youtube.com/results?search_query=Frei+Gilson+REDEN%C3%87%C3%83O,Redenção / cruz
REFÚGIO E SALVAÇÃO,Ministério Amor e Adoração,Ministério Amor e Adoração,"",https://www.cifraclub.com.br/ministerio-amor-e-adoracao/refugio-e-salvacao/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/refugio-e-salvacao/,https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Refúgio+e+Salvação,Pós-comunhão / oração / ação de graças
REI DOS CÉUS,Comunidade Católica Shalom,Comunidade Católica Shalom,"",https://www.cifraclub.com.br/comunidade-catolica-shalom/rei-dos-ceus/,https://www.cifraclub.com.br/comunidade-catolica-shalom/rei-dos-ceus/,https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Rei+dos+Céus,Pós-comunhão / oração / ação de graças
RENOVA DO MUNDO,Comunidade Católica Shalom,Comunidade Católica Shalom,"",https://www.cifraclub.com.br/comunidade-catolica-shalom/renova-do-mundo/,https://www.cifraclub.com.br/comunidade-catolica-shalom/renova-do-mundo/,https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Renova+do+Mundo,Pós-comunhão / oração / ação de graças
RESTA TER FÉ,Davidson Silva,Davidson Silva,"",https://www.cifraclub.com.br/davidson-silva/resta-ter-fe/,https://www.cifraclub.com.br/davidson-silva/resta-ter-fe/,https://www.youtube.com/results?search_query=Davidson+Silva+Resta+Ter+Fé,Pós-comunhão / oração / ação de graças
"RETORNA, ISRAEL","Frei Telles Ramon, O. de M.","Frei Telles Ramon, O. de M.","","","","",Apresentação das oferendas / Quaresma
REUNIDOS AQUI,Adriana Arydes,Adriana Arydes,"",https://www.cifraclub.com.br/adriana/reunidos-aqui/,https://www.cifraclub.com.br/adriana/reunidos-aqui/,https://www.youtube.com/results?search_query=Adriana+Arydes+Reunidos+Aqui,Pós-comunhão / oração / ação de graças
RIOS DE ÁGUA VIVA,Comunidade Católica Shalom,Comunidade Católica Shalom,Bb,https://www.cifraclub.com.br/comunidade-catolica-shalom/rios-de-agua-viva/,https://www.cifraclub.com.br/comunidade-catolica-shalom/rios-de-agua-viva/,https://www.youtube.com/results?search_query=Comunidade+Cat%C3%B3lica+Shalom+RIOS+DE+%C3%81GUA+VIVA,Vida no Espírito / oração
SACRAMENTO DA COMUNHÃO,Nelsinho Corrêa,Nelsinho Corrêa,D,https://www.cifraclub.com.br/nelsinho-correa/sacramento-da-comunhao/,https://www.cifraclub.com.br/nelsinho-correa/sacramento-da-comunhao/,"",Comunhão / presença de Cristo no Sacramento
SACRIFÍCIO DE AMOR,Comunidade Católica Shalom,Comunidade Católica Shalom,"",https://www.cifraclub.com.br/comunidade-catolica-shalom/sacrificio-de-amor/,https://www.cifraclub.com.br/comunidade-catolica-shalom/sacrificio-de-amor/,https://www.youtube.com/results?search_query=Comunidade+Cat%C3%B3lica+Shalom+SACRIF%C3%8DCIO+DE+AMOR,Paixão de Cristo / amor
SALMO 127,Canção Nova,Canção Nova,"",https://www.cifraclub.com.br/cancao-nova/salmo-127/,https://www.cifraclub.com.br/cancao-nova/salmo-127/,https://www.youtube.com/results?search_query=Canção+Nova+Salmo+127,Pós-comunhão / oração / ação de graças
SALVADOR,Frei Gilson,Frei Gilson,C,https://www.cifraclub.com.br/frei-gilson/salvador/,https://www.cifraclub.com.br/frei-gilson/salvador/,https://www.youtube.com/results?search_query=Frei+Gilson+SALVADOR,Jesus Salvador / louvor
SALVE RAINHA,Canção Nova,Canção Nova,"",https://www.cifraclub.com.br/cancao-nova/salve-rainha/,https://www.cifraclub.com.br/cancao-nova/salve-rainha/,https://www.youtube.com/results?search_query=Canção+Nova+Salve+Rainha,Mariana
SALVE RAINHA DO CÉU,Ministério Amor e Adoração,Ministério Amor e Adoração,"",https://www.cifraclub.com.br/ministerio-amor-e-adoracao/salve-rainha-do-ceu/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/salve-rainha-do-ceu/,https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Salve+Rainha+do+Céu,Mariana
SALVOS PELA CRUZ,Frei Gilson,Frei Gilson,A,https://www.cifraclub.com.br/frei-gilson/salvos-pela-cruz/,https://www.cifraclub.com.br/frei-gilson/salvos-pela-cruz/,https://www.youtube.com/results?search_query=Frei+Gilson+SALVOS+PELA+CRUZ,Cruz / redenção
SANCTUS,Comunidade Católica Shalom,Comunidade Católica Shalom,"",https://www.cifraclub.com.br/comunidade-catolica-shalom/sanctus/,https://www.cifraclub.com.br/comunidade-catolica-shalom/sanctus/,https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Sanctus,Santo
SANTA MANIFESTAÇÃO,"","","","","","",Entrada / Epifania
SANTA MARIA DO CAMINHO,Juan Antonio Espinosa,Músicas Católicas,"","","",https://www.youtube.com/results?search_query=M%C3%BAsicas+Cat%C3%B3licas+SANTA+MARIA+DO+CAMINHO,Mariana / caminhada e missão
"SANTA MARIA, EU QUERO TE AGRADECER",Irmã Míria T. Kolling,Músicas Católicas,A,https://www.cifraclub.com.br/catolicas/santa-maria-eu-quero-te-agradecer-acao-de-gracas/,https://www.cifraclub.com.br/catolicas/santa-maria-eu-quero-te-agradecer-acao-de-gracas/,https://www.youtube.com/results?search_query=M%C3%BAsicas+Cat%C3%B3licas+SANTA+MARIA%2C+EU+QUERO+TE+AGRADECER,Ação de graças após a Comunhão / mariana e eucarística
SANTA MÃE DE DEUS,"","","","","","","Entrada / Santa Maria, Mãe de Deus"
SANTA MÃE MARIA,Anjos de Resgate,Anjos de Resgate,"","","",https://www.youtube.com/results?search_query=Anjos+de+Resgate+SANTA+M%C3%83E+MARIA,Mariana / maternidade de Maria
SANTO,Ministério Amor e Adoração,Ministério Amor e Adoração,C,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/santo/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/santo/,"",Aclamação do Santo
SANTO,Frei Gilson,Frei Gilson,E,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/santo/,https://www.cifraclub.com.br/frei-gilson/santo/,"",Aclamação do Santo
"SANTO (SANTO, SANTO, SANTO É O SENHOR, NOSSO DEUS)",Músicas Católicas,Músicas Católicas,D,https://www.cifraclub.com.br/catolicas/santo-santo-santo-santo-e-o-senhor-nosso-deus/,https://www.cifraclub.com.br/catolicas/santo-santo-santo-santo-e-o-senhor-nosso-deus/,"",Santo da Missa; versão em D
SANTO 2,Ministério Amor e Adoração,Ministério Amor e Adoração,G,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/santo-2/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/santo-2/,"",Aclamação do Santo
SANTO ESPÍRITO,Frei Gilson,Frei Gilson,"","","",https://www.youtube.com/results?search_query=Frei+Gilson+SANTO+ESP%C3%8DRITO,Invocação ao Espírito Santo
"SANTO ESPÍRITO, SANTO ESPÍRITO",Comunidade Católica Shalom,Comunidade Católica Shalom,Am,https://www.cifraclub.com.br/comunidade-catolica-shalom/santo-espirito-santo-espirito/,https://www.cifraclub.com.br/comunidade-catolica-shalom/santo-espirito-santo-espirito/,https://www.youtube.com/results?search_query=Comunidade+Cat%C3%B3lica+Shalom+SANTO+ESP%C3%8DRITO%2C+SANTO+ESP%C3%8DRITO,Invocação ao Espírito Santo / fogo e amor
SANTO II,Ministério Amor e Adoração,Ministério Amor e Adoração,C,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/santo-ii/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/santo-ii/,"",Santo da Missa; texto litúrgico do Sanctus
SANTO III,Adolfo Temme,CNBB,Bm,https://www.cifraclub.com.br/cnbb/santo-iii/,https://www.cifraclub.com.br/cnbb/santo-iii/,"",Santo da Missa / Ordinário; texto litúrgico do Sanctus
SANTO IV,CNBB,CNBB,Eb,https://www.cifraclub.com.br/cnbb/santo-iv/,https://www.cifraclub.com.br/cnbb/santo-iv/,"",Santo da Missa / Ordinário; texto litúrgico do Sanctus
SANTO MODELO DE LAR,"","","","","","",Entrada / Sagrada Família
SANTO V,Pe. Jose Geraldo de Souza,CNBB,A,https://www.cifraclub.com.br/cnbb/santo-v/,https://www.cifraclub.com.br/cnbb/santo-v/,"",Santo da Missa / Ordinário; texto litúrgico do Sanctus
SANTO É O SENHOR (CD NA DANÇA DA VIDA),Fernando Martins; Nicodemos Costa; Wilde Fábio; Leozany Oliveira; Debora Morais; Cristiano Pinheiro,Comunidade Católica Shalom,G,https://www.cifraclub.com.br/comunidade-catolica-shalom/santo-e-o-senhor/,https://www.cifraclub.com.br/comunidade-catolica-shalom/santo-e-o-senhor/,"","Santo da Missa; contém Santo, proclamação da glória, Hosana e Bendito"
SANTO É O SENHOR (CD RESSUSCITOU),Fernando Martins; Nicodemos Costa; Wilde Fábio; Leozany Oliveira; Debora Morais; Cristiano Pinheiro,Comunidade Católica Shalom,G,https://www.cifraclub.com.br/comunidade-catolica-shalom/santo-e-o-senhor-cd-ressuscitou/,https://www.cifraclub.com.br/comunidade-catolica-shalom/santo-e-o-senhor-cd-ressuscitou/,"",Santo da Missa; versão do álbum Ressuscitou
"SANTO, SANTO, SANTO SENHOR DEUS DO UNIVERSO",Músicas Católicas,Músicas Católicas,A,https://www.cifraclub.com.br/catolicas/santo-santo-santo-senhor-deus-do-universo/,https://www.cifraclub.com.br/catolicas/santo-santo-santo-senhor-deus-do-universo/,"",Santo da Missa; versão em A
"SANTO, SANTO, SANTO É O SENHOR (HOSANA)",Canção Nova,Canção Nova,"",https://www.cifraclub.com.br/cancao-nova/santo-santo-santo-e-o-senhor-hosana/,https://www.cifraclub.com.br/cancao-nova/santo-santo-santo-e-o-senhor-hosana/,"https://www.youtube.com/results?search_query=Canção+Nova+Santo,+Santo,+Santo+É+O+Senhor+(Hosana)",Santo
"SANTO, SANTO, SANTO É O SENHOR - SENHOR DEUS DO UNIVERSO",Músicas Católicas,Músicas Católicas,Bm,https://www.cifraclub.com.br/catolicas/santo-santo-santo-e-o-senhor-senhor-deus-do-universo/,https://www.cifraclub.com.br/catolicas/santo-santo-santo-e-o-senhor-senhor-deus-do-universo/,"",Santo da Missa; versão em Bm
"SANTO, SANTO, SANTO, SENHOR DEUS DO UNIVERSO",Ministério Amor e Adoração,Ministério Amor e Adoração,"",https://www.cifraclub.com.br/ministerio-amor-e-adoracao/santo-santo-santo-senhor-deus-do-universo/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/santo-santo-santo-senhor-deus-do-universo/,"https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Santo,+Santo,+Santo,+Senhor+Deus+do+Universo",Santo
"SANTO, SENHOR, DEUS DO UNIVERSO",Padre Pedro Brito Guimarães,Músicas Católicas,C,https://www.cifraclub.com.br/catolicas/santo-senhor-deus-do-universo/,https://www.cifraclub.com.br/catolicas/santo-senhor-deus-do-universo/,"",Santo da Missa; texto do Sanctus
SE COMPREENDESSES O DOM DE DEUS,Adriana Arydes,Adriana Arydes,"",https://www.cifraclub.com.br/adriana/se-compreendesses-o-dom-de-deus/,https://www.cifraclub.com.br/adriana/se-compreendesses-o-dom-de-deus/,https://www.youtube.com/results?search_query=Adriana+Arydes+Se+Compreendesses+o+Dom+de+Deus,Pós-comunhão / oração / ação de graças
SE NÃO FOR O TEU AMOR,Comunidade Católica Shalom,Comunidade Católica Shalom,"",https://www.cifraclub.com.br/comunidade-catolica-shalom/se-nao-for-o-teu-amor/,https://www.cifraclub.com.br/comunidade-catolica-shalom/se-nao-for-o-teu-amor/,https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Se+Não+For+o+Teu+Amor,Pós-comunhão / oração / ação de graças
SE QUERES,Ministério Amor e Adoração,Ministério Amor e Adoração,"",https://www.cifraclub.com.br/ministerio-amor-e-adoracao/se-queres/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/se-queres/,https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Se+Queres,Pós-comunhão / oração / ação de graças
SEDE DE DEUS,José Raimundo Galvão,José Raimundo Galvão,"","","",https://www.youtube.com/watch?v=1OS-NC4SzYg,Comunhão / desejo de Deus
SEGURA A MINHA MÃO,Davidson Silva,Davidson Silva,"",https://www.cifraclub.com.br/davidson-silva/segura-a-minha-mao/,https://www.cifraclub.com.br/davidson-silva/segura-a-minha-mao/,https://www.youtube.com/results?search_query=Davidson+Silva+Segura+a+Minha+Mão,Pós-comunhão / oração / ação de graças
SEGURA NA MÃO DE DEUS,Nelson Monteiro da Mota,Padre Marcelo Rossi,E,https://www.cifraclub.com.br/padre-marcelo-rossi/segura-na-mao-de-deus/,https://www.cifraclub.com.br/padre-marcelo-rossi/segura-na-mao-de-deus/,https://www.youtube.com/results?search_query=Padre+Marcelo+Rossi+SEGURA+NA+M%C3%83O+DE+DEUS,"Canto final / envio, perseverança e caminhada"
SEJA MEU TUDO,Davidson Silva,Davidson Silva,"",https://www.cifraclub.com.br/davidson-silva/seja-meu-tudo/,https://www.cifraclub.com.br/davidson-silva/seja-meu-tudo/,https://www.youtube.com/results?search_query=Davidson+Silva+Seja+Meu+Tudo,Pós-comunhão / oração / ação de graças
SENHOR PIEDADE,Padre Marcelo Rossi,Padre Marcelo Rossi,"","","","",Ato penitencial / perdão
SENHOR QUE VIESTES NÃO PARA CONDENAR,Andre Zamur,David Melo,D,https://www.cifraclub.com.br/david-melo/ato-penitencial-senhor-que-viestes-nao-para-condenar/,https://www.cifraclub.com.br/david-melo/ato-penitencial-senhor-que-viestes-nao-para-condenar/,"",Ato penitencial / misericórdia
SENHOR QUE VIESTES SALVAR,Canção Nova,Canção Nova,"",https://www.cifraclub.com.br/cancao-nova/senhor-que-viestes-salvar/,https://www.cifraclub.com.br/cancao-nova/senhor-que-viestes-salvar/,https://www.youtube.com/results?search_query=Canção+Nova+Senhor+Que+Viestes+Salvar,Pós-comunhão / oração / ação de graças
SENHOR QUE VINDES VISITAR VOSSO POVO NA PAZ,Músicas Católicas,Músicas Católicas,D,https://www.cifraclub.com.br/catolicas/ato-penitencial-senhor-que-vindes-visitar-vosso-povo-na-paz/,https://www.cifraclub.com.br/catolicas/ato-penitencial-senhor-que-vindes-visitar-vosso-povo-na-paz/,"",Ato penitencial / Advento e reconciliação
SENHOR TENDE PIEDADE,Campanha da Fraternidade 2015,Campanha da Fraternidade 2015,D,"","","",Ato penitencial / Quaresma
SENHOR TENDE PIEDADE E PERDOAI A NOSSA CULPA,Padre Marcelo Rossi,Padre Marcelo Rossi,"","","","",Ato penitencial / reconciliação
"SENHOR, MEU DEUS, QUANDO EU MARAVILHADO",Adaptação de How Great Thou Art; melodia tradicional sueca,CNBB / Música Litúrgica,"","","",https://www.youtube.com/results?search_query=CNBB+%2F+M%C3%BAsica+Lit%C3%BArgica+SENHOR%2C+MEU+DEUS%2C+QUANDO+EU+MARAVILHADO,Canto final / Santíssima Trindade / louvor final
"SENHOR, TENDE PIEDADE DE NÓS",Léo Mantovani,Léo Mantovani,D,"","","",Ato penitencial / reconciliação
"SENHOR, VEM DAR-NOS SABEDORIA",Ir. Míria T. Kolling; Pe. Lúcio Floro,CNBB / Música Litúrgica,"","","",https://www.youtube.com/watch?v=_U7vorWxnXw,Pentecostes / Comunhão / dons do Espírito
"SEQUÊNCIA DE PENTECOSTES - VINDE, ESPÍRITO DIVINO",Sequência litúrgica de Pentecostes,CNBB / Música Litúrgica,"","","",https://www.youtube.com/results?search_query=CNBB+%2F+M%C3%BAsica+Lit%C3%BArgica+SEQU%C3%8ANCIA+DE+PENTECOSTES+-+VINDE%2C+ESP%C3%8DRITO+DIVINO,Pentecostes / sequência litúrgica Veni Sancte Spiritus
SER SHALOM É SER FELIZ,Comunidade Católica Shalom,Comunidade Católica Shalom,E,https://www.cifraclub.com.br/comunidade-catolica-shalom/ser-shalom-e-ser-feliz/,https://www.cifraclub.com.br/comunidade-catolica-shalom/ser-shalom-e-ser-feliz/,https://www.youtube.com/results?search_query=Comunidade+Cat%C3%B3lica+Shalom+SER+SHALOM+%C3%89+SER+FELIZ,Vocação / carisma / missão
SEREI TEU,Ministério Missionário Shalom,Ministério Missionário Shalom,"",https://www.cifraclub.com.br/missionario-shalom/serei-teu/,https://www.cifraclub.com.br/missionario-shalom/serei-teu/,https://www.youtube.com/results?search_query=Ministério+Missionário+Shalom+Serei+Teu,Pós-comunhão / oração / ação de graças
SINAL DO MEU AMOR,Davidson Silva,Davidson Silva,"",https://www.cifraclub.com.br/davidson-silva/sinal-do-meu-amor/,https://www.cifraclub.com.br/davidson-silva/sinal-do-meu-amor/,https://www.youtube.com/results?search_query=Davidson+Silva+Sinal+do+Meu+Amor,Pós-comunhão / oração / ação de graças
SOBE A JERUSALÉM,Valdeci Farias; Dom Carlos Alberto Navarro,Músicas Católicas,D,https://www.cifraclub.com.br/catolicas/sobe-jerusalem/,https://www.cifraclub.com.br/catolicas/sobe-jerusalem/,"",Apresentação das oferendas / Oferta e oblação; celebrações marianas
SOIS O CAMINHO,Comunidade Católica Shalom,Comunidade Católica Shalom,C,https://www.cifraclub.com.br/comunidade-catolica-shalom/sois-o-caminho/,https://www.cifraclub.com.br/comunidade-catolica-shalom/sois-o-caminho/,https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Sois+o+Caminho,Pós-comunhão / oração / ação de graças
